Bolge,Toprak_Tipi,Tarla_Alani_Donum,Ekim_Ayı,Ortalama_Sicaklik,Yagis_Miktari_mm,Gubre_Miktari_kg,Sulama_Sikligi_Hafta,Hasere_Yogunlugu,Hasat_Verimi_Ton,Sulama_Maliyeti,Bolge_encoded,Toprak_Tipi_encoded,Ekim_Ayı_encoded
Güneydoğu Anadolu,Killi,287.60276812907125,Ekim,21.15811356721897,71.40899268604792,29.173700530916967,1,0.7177407256477156,1.5729655676148533,31.793483514060352,2,1,1
Marmara,Tınlı,259.7069061175806,Aralık,16.741619234516776,105.61248317351529,21.74007241009645,2,0.3018877001097131,1.9955257166504663,31.34196589392249,3,3,0
İç Anadolu,Killi,414.1489915900316,Kasım,28.73542361743123,45.3238899286911,112.65089300286118,2,0.2019582011816268,2.8143626805520534,85.63031083203603,4,1,2
İç Anadolu,Kalkerli,169.6015353516418,Ekim,15.48892075789583,40.65314652574951,119.40665661729868,1,0.2070059442327214,2.8260898807190413,65.53852645472071,4,0,1
Akdeniz,Killi,397.7737852787432,Kasım,18.29444688801651,92.5112004945546,64.01662485057244,2,0.3281356699767812,2.3357311236861067,62.81841584863216,0,1,2
Güneydoğu Anadolu,Tınlı,430.6392935996143,Aralık,17.92382119682649,65.60465606272282,76.63551187338996,3,0.4167691698593798,2.425717017739905,81.09224941431528,2,3,0
Güneydoğu Anadolu,Tınlı,379.1221813891795,Kasım,11.031257252126398,85.44809121301424,103.61797341401665,1,0.4027680074105358,3.061673242930996,70.04875563550071,2,3,2
Ege,Kalkerli,188.72213047728965,Kasım,22.235408075039867,82.34182123205797,74.1581876632305,2,0.1781158409631562,2.61096913683826,63.89810532425432,1,0,2
Marmara,Kalkerli,322.12073238553387,Aralık,14.538596181712538,136.55471677595324,133.90585093701412,1,0.9268762367191176,3.4391217642589327,78.57743611060123,3,0,0
Marmara,Killi,123.9210078149478,Aralık,23.880680103309285,79.73486919158925,137.7157518256177,4,0.5265174447921529,2.5690815039984685,129.5551799968094,3,1,0
Güneydoğu Anadolu,Kumlu,418.5816491019974,Kasım,16.554347716140395,184.5659009678844,95.3334605929416,2,0.0604275278096255,3.3545851533763718,77.33085698251853,2,2,2
Marmara,Kumlu,461.9880865735589,Aralık,11.25240594331833,122.4080229388181,146.93325846829902,3,0.1401441396862002,4.406738117828035,124.46807398215708,3,2,0
İç Anadolu,Kumlu,37.65888034768175,Kasım,21.12102496242953,74.51221666282736,84.76094585196002,4,0.7580535687448433,2.4228230468690635,101.87664424630428,4,2,2
İç Anadolu,Killi,137.37933221917183,Aralık,26.11278806326712,93.11427370379492,74.18311722998828,3,0.899956287050509,2.5136688323226872,81.80882475565535,4,1,0
Ege,Killi,343.2221076972592,Aralık,20.95454204545595,56.90751555725,58.96821032489724,4,0.3778373858207811,2.4312213502886,87.20571408455072,1,1,0
Ege,Kumlu,203.93936078062293,Ekim,22.454667401745255,117.1172108291156,43.29114264517662,2,0.180375514700538,3.048089345793964,50.543355375674224,1,2,1
İç Anadolu,Killi,193.4579472367062,Aralık,20.163426085545623,93.85812040585334,104.52329488535808,1,0.2746988319846941,3.9387610071065104,66.75052603006952,4,1,0
Güneydoğu Anadolu,Killi,122.37375139473926,Kasım,21.562436349035803,61.594735523049366,96.11312916368898,1,0.5802305430801183,2.570158819800481,62.61875934863394,2,1,2
Akdeniz,Tınlı,320.5331672773251,Aralık,20.28943062563407,116.96479087991491,93.47914871704336,3,0.6217914797725497,2.6233892082080845,92.98049353635388,0,3,0
Güneydoğu Anadolu,Tınlı,179.38962816901324,Kasım,18.120296967689864,121.71809141996364,130.53689952492425,2,0.382017477750287,2.9834202206658653,100.36594307110158,2,3,2
Marmara,Kalkerli,409.1525112475704,Kasım,12.808153094920016,165.67212816404378,109.91644612280815,3,0.9316899075696896,3.4962876149808846,98.0034919910058,3,0,2
Akdeniz,Kumlu,391.7460822771848,Kasım,8.100944015692765,142.997537077922,101.4453922990898,3,0.0962695851083001,3.3168235731344664,96.81987992333752,0,2,2
İç Anadolu,Killi,217.95189754464093,Aralık,15.902679586265752,88.08166606898958,71.79096002195308,4,0.0979697389674633,2.0359043483368837,99.88268702753936,4,1,0
Akdeniz,Tınlı,214.8094179131396,Kasım,14.368382513216115,40.28315990581639,134.42943874670016,3,0.0348865038024734,2.507011814698455,109.23389408739313,0,3,2
Akdeniz,Kumlu,133.54098723131074,Ekim,21.214901709968025,153.92804596260024,96.2175362254023,2,0.7167158102775124,2.8388888872550098,70.538534021787,0,2,1
İç Anadolu,Killi,323.10567384713374,Aralık,8.438462327505988,65.70018099492187,119.6195630738934,2,0.9709564107116516,2.4381101703484007,88.33603951406562,4,1,0
Akdeniz,Kumlu,471.3335987433659,Aralık,14.859485605248835,112.83596332129432,115.82022276349176,3,0.1906854596982294,3.7236247237971702,108.82759399469866,0,2,0
Ege,Kumlu,350.60472910334465,Kasım,10.52617947160315,124.15710903990076,21.685787685342312,2,0.7706734845959429,1.7110920112225614,45.67507996419554,1,2,2
Ege,Tınlı,392.7300030518832,Kasım,14.710835016702829,79.62022497349345,119.63341924940252,2,0.2474913477993103,2.885795959505612,82.22721240530232,1,3,2
İç Anadolu,Killi,248.1077609015664,Ekim,20.59982407475101,159.3454427305662,45.25226574928038,3,0.994867487563706,2.259493722358587,70.27466703544259,4,1,1
Akdeniz,Kumlu,487.8106402500521,Aralık,13.00514319292316,67.17727149557584,142.68220673974002,4,0.9294660218512234,3.2837162459369376,127.17196897978172,0,2,0
Ege,Kumlu,69.05594044159311,Ekim,16.37098527398176,46.58754240316537,23.34550096172753,1,0.6776894355830057,1.1659834012743786,36.60401737817512,1,2,1
Güneydoğu Anadolu,Kumlu,276.80226346283433,Kasım,16.180938846530644,129.72726512126252,87.79166189202317,1,0.3068378957882894,2.73989805673912,59.73862277656741,2,2,2
Ege,Killi,177.5597922767076,Kasım,11.688942308439255,79.67088198763497,45.981378726051005,4,0.449347667166046,1.2447900953162228,79.13121484074328,1,1,2
Güneydoğu Anadolu,Kumlu,152.79697145821598,Aralık,11.274298145591306,129.52734977437063,137.8807664865235,3,0.1352072767810971,2.777490262532251,101.9619165563915,2,2,0
İç Anadolu,Kumlu,76.89032067003268,Aralık,24.887605879837075,95.32977117967812,80.18607118300156,1,0.8191716881841189,2.4293555922480303,51.87239845541459,4,2,0
Güneydoğu Anadolu,Tınlı,442.92417749706834,Aralık,16.197642738136665,66.33629970060174,137.7733814088205,3,0.7276267264211782,3.178755530410168,115.44396881305012,2,3,0
İç Anadolu,Kumlu,54.77415237590765,Kasım,24.96329308398201,58.01633572154566,32.043841042783775,3,0.34649197600631,2.1188155743121104,69.51145922287989,4,2,2
Güneydoğu Anadolu,Tınlı,379.2850454839008,Kasım,16.71083889452217,83.32286646394478,120.20020938121164,2,0.5987903772634974,2.694521626033324,89.57720979637377,2,3,2
Akdeniz,Kumlu,293.6524203019715,Kasım,15.563717839854291,108.06369188416728,119.28176501056387,3,0.9380112750587228,2.55012954357215,108.3636056851012,0,2,2
Marmara,Killi,421.4184957336325,Aralık,25.212161206612425,160.24745046215233,117.43381089560278,2,0.6840758396343767,3.903585690108103,93.91529736227358,3,1,0
Akdeniz,Kalkerli,203.32524552301464,Ekim,13.516227308625457,119.94644977248043,126.36963207330156,3,0.4672386128075956,3.3840717870768326,105.04997932098944,0,0,1
Akdeniz,Kumlu,202.23929301956107,Ekim,18.625379863481683,95.37074059774709,54.44506242122502,3,0.5646592516903658,2.255856437408151,83.63362438385468,0,2,1
Ege,Kalkerli,205.2651819135134,Ekim,14.488868672198093,74.56310704267482,45.14174962533004,4,0.0417343417201517,2.2199784566899057,81.02827101557982,1,0,1
Ege,Kumlu,238.34133875672097,Ekim,15.967168432408638,40.53757098116886,79.48059184596663,2,0.934619088107564,2.0529172019991835,70.46370342562314,1,2,1
İç Anadolu,Tınlı,456.0785211081494,Ekim,24.864778604509038,97.21937650498283,104.84464447738654,3,0.3535561314683838,3.121719311512595,96.68398550853802,4,3,1
Güneydoğu Anadolu,Tınlı,45.67047859795343,Kasım,23.205682785664195,106.47468617794664,26.75645923585949,3,0.741257191445072,2.0936784483599067,63.28242488336945,2,3,2
Akdeniz,Kumlu,298.17558226986114,Kasım,17.400775477245844,137.68497256467086,144.89920883850874,4,0.6524587424287418,3.3076590872037266,138.61551053614068,0,2,2
İç Anadolu,Kalkerli,110.76474409547012,Ekim,18.7146221472152,15.249212334073428,52.14124018508322,3,0.7289858147438235,1.8115634311141828,69.67085814847968,4,0,1
Akdeniz,Killi,378.6028105630582,Aralık,18.708889856582445,109.38651217038154,32.10604752995383,3,0.8441979283674191,2.5099511251205704,65.45904345772315,0,1,0
Ege,Kumlu,235.13116829548088,Ekim,17.630463968549726,59.10124415956466,54.54215711927991,4,0.1949846104053518,1.825112951539014,85.11168043971315,1,2,1
Marmara,Tınlı,16.34803287849672,Kasım,7.318473451065341,46.08561117655079,58.46965164814886,1,0.0785150888808271,1.6331797581481653,43.95871541468031,3,3,2
İç Anadolu,Killi,414.3616159959327,Ekim,16.32211226755351,100.28065100427992,42.63005871134352,3,0.0380306278370087,2.134697830758886,72.51260302916455,4,1,1
Güneydoğu Anadolu,Kumlu,97.54283104059115,Ekim,13.23276840585314,189.72474056940857,119.93669201191506,1,0.2841169376697189,3.743326731943214,76.70137802746612,2,2,1
Akdeniz,Kalkerli,73.72339553729324,Ekim,31.30236523655913,117.8939892784592,34.57401451671868,1,0.0773425297351781,2.6933522990804417,28.409196087778767,0,0,1
İç Anadolu,Kumlu,369.7503933684593,Aralık,19.198430830014928,240.67691417193035,21.541788235318727,3,0.5758956965407596,3.241914283588374,49.73563879006109,4,2,0
Güneydoğu Anadolu,Killi,50.55785243514182,Kasım,21.18801572104517,80.22940969942789,108.0715785285338,2,0.9276452057244292,2.8763524951912887,83.10955606732891,2,1,2
İç Anadolu,Kalkerli,444.940764574544,Kasım,19.97875837086373,123.0424679513298,28.400370956423785,1,0.8130435204526872,2.145807233866821,20.058235004557357,4,0,2
Marmara,Tınlı,244.4829792353424,Kasım,24.90607861350673,108.44091057952495,85.54785393924463,4,0.1459685534340294,3.0600956843921847,103.10399097623906,3,3,2
Ege,Kumlu,280.2005488108644,Ekim,13.586221701268787,64.46542993430091,137.7859316841576,2,0.3413078628709222,2.9433086415290983,97.5022092623726,1,2,1
Marmara,Kalkerli,249.5544704681496,Kasım,10.647491868354065,76.03493165659329,124.71724383587151,2,0.9634514708574106,2.553805709770794,89.37691814267512,3,0,2
Marmara,Kumlu,246.67082616628824,Ekim,23.49012682446152,108.06101582175886,59.4668500709039,3,0.3019015935317809,2.9378340381461228,77.6034037395924,3,2,1
İç Anadolu,Kalkerli,209.75404767335016,Aralık,17.158409221308734,100.60613570203166,132.9202174435465,2,0.7235363707321272,3.3970576807323845,87.95996142967822,4,0,0
Marmara,Tınlı,471.33406914013466,Aralık,12.132597701789113,68.70048430684,52.975449465970726,4,0.8862895620264571,2.134770599501206,85.98984162339853,3,3,0
Ege,Killi,267.6833330449668,Aralık,15.867049496526816,53.67404079998611,89.57500087162056,3,0.3392790210625074,2.37651328045772,93.59877908440274,1,1,0
Ege,Kalkerli,313.1699272261587,Aralık,14.276582973420744,111.6535388921932,123.64196053401692,4,0.6068526869603711,3.350894314838359,124.58544743084586,1,0,0
Marmara,Kumlu,483.1980544648221,Kasım,15.634076769680531,107.356630963614,62.29303804364984,3,0.7792298981625423,1.7706873255905071,77.07746774146361,3,2,2
Ege,Kalkerli,184.1823557017023,Kasım,12.751030693772506,87.55251090832834,39.75451950835552,2,0.4759290182455472,2.678571655628444,54.13519309489749,1,0,2
Ege,Kalkerli,417.4490692196893,Ekim,17.30509162225434,62.678905068064886,110.30475097828956,1,0.4856844863556706,2.40030370076303,71.26500876598519,1,0,1
Güneydoğu Anadolu,Killi,461.0291700159381,Ekim,17.148798101881326,169.64879259070295,102.70655464481136,4,0.3960258233270157,3.690482195686105,102.13966173584843,2,1,1
Marmara,Kalkerli,115.63756802232446,Kasım,21.6047774494006,160.4318089840315,107.66680529392404,3,0.1677334649481875,4.0549962814319125,107.8753840310847,3,0,2
İç Anadolu,Tınlı,375.5111703879159,Aralık,13.622809981209226,47.54987583493582,43.00890872021887,1,0.8294335229289028,1.5921360213828042,40.88899397598546,4,3,0
Marmara,Kumlu,233.04635223779508,Aralık,18.019569379784617,118.4131938744541,109.96015098546243,3,0.9739943552749664,3.178637118071596,101.63238254704352,3,2,0
Akdeniz,Kalkerli,436.0979419236437,Kasım,24.037498384766984,83.65101731684605,139.7687957109847,2,0.6710524443103261,3.151087725935826,92.26935026991268,0,0,2
Ege,Tınlı,494.8654739876041,Aralık,18.57586036767046,52.51055159083603,59.11482276896784,4,0.9207536591761646,1.797820357606552,93.89672716554767,1,3,0
Ege,Tınlı,78.41710321209545,Ekim,10.522977275417492,106.05203029931994,46.22134736951563,4,0.4735092995043712,2.410351351992683,85.36798273457435,1,3,1
Marmara,Kalkerli,492.90443661038,Kasım,14.619412429003434,92.1552582326884,51.46407519480894,4,0.0432786494639459,2.384831910270546,75.91380216511465,3,0,2
Güneydoğu Anadolu,Tınlı,155.5687599515397,Kasım,17.71466994294366,97.60133907148384,85.59101512791439,1,0.2017139329120122,3.162105287658896,57.92236469727558,2,3,2
Akdeniz,Tınlı,209.5579977806572,Aralık,24.06914691277501,80.03865687195633,120.07621975374444,1,0.6292946695738643,3.122988794692851,79.03085699689814,0,3,0
Akdeniz,Tınlı,186.8868913107337,Kasım,19.550006212797644,127.7414000656308,129.0779800138999,1,0.0314026272328127,3.299306642235175,79.48145164660384,0,3,2
Marmara,Kumlu,57.83236645535116,Kasım,13.029552776069588,78.24288761241593,61.71514592080717,2,0.9199258326854224,1.994960843399162,62.20239923355636,3,2,2
Akdeniz,Killi,434.2820303646024,Kasım,26.04647994363658,88.92298804081689,73.2759194190457,1,0.1718729281673831,3.507299439341551,48.286679208520646,0,1,2
Akdeniz,Tınlı,374.4443849562392,Aralık,12.565407310241484,84.45194109238692,116.12785827852088,4,0.8899309577057639,3.0110274287991547,108.59214522626496,0,3,0
Akdeniz,Tınlı,313.70592171431457,Kasım,24.068927292025197,124.2558861939093,73.80413297967469,1,0.7864842384924733,2.690457801644261,46.1905500491822,0,3,2
İç Anadolu,Tınlı,220.94238216427857,Aralık,16.995683896436834,51.40685996065435,129.90809857456958,1,0.3097844574943201,2.446357918907092,82.73835308445938,4,3,0
Ege,Kalkerli,389.39076699511577,Kasım,18.53092338051618,40.55141415130532,40.38541272936966,2,0.485708123991059,1.918246683975607,41.79096528679234,1,0,2
Akdeniz,Kumlu,136.85257930275606,Kasım,17.188947728097684,78.95763181023315,74.12688142471913,4,0.4854361351304102,2.1841314255017203,86.73692999484061,0,2,2
Güneydoğu Anadolu,Kumlu,369.9663885558592,Ekim,17.34170405488621,106.50979174446208,34.20186594876899,3,0.7456774852082602,1.8711803376521052,52.56003334270218,2,2,1
Güneydoğu Anadolu,Tınlı,259.8875524610353,Kasım,13.283237911129378,152.40244737088597,110.06814382805248,2,0.6707617196622371,3.899629916845008,83.6689885851664,2,3,2
Akdeniz,Killi,449.3677593049708,Kasım,19.844795466016425,91.63308472709552,105.74402361552816,3,0.7421961502786808,3.0351922047081543,92.68456854510666,0,1,2
Akdeniz,Killi,367.719632580204,Aralık,13.268004218818458,167.63051898736623,26.61710241215472,2,0.6746903365314094,2.60557828997586,35.087831534992226,0,1,0
Marmara,Tınlı,134.61596003390963,Aralık,16.25119005512517,54.83599599899521,108.56898637756828,1,0.6349682338969315,3.006696746609673,71.92778127509187,3,3,0
Güneydoğu Anadolu,Tınlı,433.9461881635704,Aralık,15.62483838704885,50.7164253429577,41.11792322187773,2,0.8058293732594749,1.6269252184007916,37.47700151670382,2,3,0
Ege,Tınlı,388.2923281399008,Ekim,13.943899018291216,87.16496979741243,40.58402060946368,4,0.381834097476509,2.081595094586514,72.95323766092763,1,3,1
Akdeniz,Killi,53.27108192866344,Kasım,16.733754959287534,79.83301334979609,46.57579473258845,1,0.2777657723715404,2.6991305247337065,35.38977149499057,0,1,2
İç Anadolu,Kalkerli,150.07623950638046,Ekim,15.898423313332303,118.74194006991829,126.3061603000242,1,0.8544489235745026,2.890621907076077,74.04670939894244,4,0,1
Marmara,Killi,46.32445613945335,Aralık,17.84188703382293,61.883539043765225,130.24375201104257,4,0.5290243983887476,2.4075272223473814,122.89580351165412,3,1,0
Marmara,Tınlı,25.994543139311283,Kasım,23.990290294643323,88.54309202716078,51.195346874253055,4,0.6901381618507549,1.447804003981191,92.20986778799389,3,3,2
Marmara,Tınlı,371.8306277593475,Kasım,21.56324497571252,51.21529269524457,39.85180937791194,4,0.938074045620308,2.3179702500646613,70.67393642299928,3,3,2
Ege,Tınlı,204.548483278423,Aralık,10.09257265122609,66.12249104637255,130.9144362671458,2,0.8546386807174543,1.9363667603070576,93.6154095589972,1,3,0
Akdeniz,Killi,489.9799020330004,Aralık,25.98345127412564,121.84683453613668,83.5099692483151,4,0.5792768039130481,3.4057966602806684,108.19664631445912,0,1,0
Güneydoğu Anadolu,Killi,254.56067808845012,Aralık,16.558689959979272,95.91413170148569,124.33920349856416,2,0.5987442740104617,3.082234762101898,94.0218597820556,2,1,0
Güneydoğu Anadolu,Kalkerli,398.10632130178,Kasım,17.78917090941615,83.74877351289314,32.85004798183719,1,0.9223630832636251,1.2415080609964426,34.27400882417031,2,0,2
İç Anadolu,Tınlı,84.4407775610351,Ekim,3.0564172751676466,153.98367962567715,22.24419743097524,2,0.3131022595849664,1.97410094836526,38.33017488468671,4,3,1
Akdeniz,Kalkerli,396.98054418913176,Ekim,14.543024759316893,145.24647936065617,112.83847695412663,2,0.9785667615023624,3.141595146326252,84.38738341422594,0,0,1
Güneydoğu Anadolu,Tınlı,158.12667880156647,Kasım,18.035855097674443,136.4114216189775,58.00198139141519,1,0.3817576354798649,2.350374021137777,36.12562836908328,2,3,2
Ege,Tınlı,104.1700437919125,Ekim,24.20875428413108,115.88610341800668,143.96446520944107,1,0.3963135754604941,3.687401139578201,84.67996625202228,1,3,1
İç Anadolu,Killi,171.30272041865024,Ekim,19.63834334958109,64.07194421224047,86.8137040171062,1,0.0901466020265793,2.893836785431744,63.279737911586885,4,1,1
Marmara,Kalkerli,70.7357379696009,Aralık,14.686254464542204,60.01977072082386,116.88439394756136,1,0.0128290079346908,2.39224552079548,75.50491845743878,3,0,0
Akdeniz,Tınlı,271.50965171888083,Aralık,14.327914095248094,84.8100590773558,36.27648266961759,4,0.3354118919309555,1.4283535777709369,79.22930010105866,0,3,0
Marmara,Killi,497.0440368454605,Aralık,12.41488106282777,26.720753543045497,56.30638334320799,4,0.997871006695744,1.525560276751524,84.12886315086573,3,1,0
Marmara,Kalkerli,108.3361774081382,Aralık,21.7000099821564,83.41541454577563,99.14046535311844,3,0.6989626343008427,1.8909507671587535,98.43533618477764,3,0,0
İç Anadolu,Killi,470.87005018543135,Aralık,13.04239965858799,74.30301858771816,149.69842150852247,1,0.1788977423831479,3.652439666688007,83.00567397022611,4,1,0
Ege,Kumlu,165.8357424706409,Kasım,18.89784906872574,78.435131382725,106.75011977650254,3,0.2951876706013028,2.042123035030351,101.230645242841,1,2,2
Akdeniz,Killi,219.9715719372308,Aralık,31.35591679210292,106.87575745959576,58.57573935895584,3,0.4242112284811699,3.072350880116352,81.93503726901238,0,1,0
Akdeniz,Tınlı,96.38649049002446,Aralık,9.498100459325732,74.02521512102228,94.77778371902144,4,0.6835747106403632,2.057718377995948,110.85394154388004,0,3,0
Ege,Kalkerli,235.41862209502045,Aralık,9.738867596216746,18.502316308219736,35.822353892005914,1,0.5778819098312016,1.2052499334136106,29.44456772558016,1,0,0
Ege,Kalkerli,170.43780802865615,Ekim,13.853639530770078,26.44149682047217,33.57315244688903,3,0.622646854608065,1.0834071350333012,64.00874978905188,1,0,1
İç Anadolu,Killi,295.9959013109329,Kasım,19.344459525852244,66.67691517757513,25.829918131925165,1,0.7418784571591583,2.5177886394274607,27.446182483551546,4,1,2
İç Anadolu,Tınlı,249.9824260058284,Kasım,11.685286122650488,175.87143476227996,75.52695651103994,4,0.4413367063948982,2.9008144344661178,99.71790254312866,4,3,2
Ege,Killi,212.61631151528405,Ekim,23.742618100094035,201.3721069396455,119.95990166471096,1,0.7169682355610122,4.454155566745341,69.52796513420257,1,1,1
Marmara,Killi,359.33070691574915,Ekim,10.975174315881688,55.42871903171129,99.2627950287154,2,0.0612744580522206,2.9172786866526983,78.37391282993548,3,1,1
Marmara,Kalkerli,43.961730695224446,Ekim,19.660257716791712,81.67675043745038,65.35956033473298,3,0.3579756009187665,2.5870252877128634,77.5040599234144,3,0,1
İç Anadolu,Kumlu,227.3103207136268,Ekim,17.158644417932493,70.01730656035038,42.57505630558696,2,0.5875757266393249,1.1716901804289654,49.82475520185194,4,2,1
İç Anadolu,Kalkerli,88.99043714278385,Aralık,19.94282897950298,93.34928691094242,60.3926586097176,2,0.2064816327815863,1.9494088063969768,57.842925751942886,4,0,0
Marmara,Killi,76.07356666275638,Kasım,23.923587943783623,125.62184100039632,67.96608431738619,2,0.180574908255232,3.1661782840892774,64.54290971754085,3,1,2
Ege,Kumlu,267.7660803903056,Aralık,12.05241522542262,146.71589761524433,147.54912384119996,2,0.3150858789877034,3.9782598994881777,101.89405192378608,1,2,0
Marmara,Tınlı,280.7667531107987,Kasım,27.07494478004158,123.90111973681977,21.33336484142296,4,0.0138186668043129,2.480882068213678,66.95981266469822,3,3,2
Ege,Killi,48.72394839867549,Ekim,22.091004602738764,127.88091952057798,99.41249814487266,3,0.5826000152745308,2.445349795953049,87.97474387507513,1,1,1
Marmara,Kalkerli,352.9815018309905,Ekim,18.974769514834268,175.84438172840404,20.190570552873066,2,0.2167063838820856,2.831491306760904,35.579616896989975,3,0,1
Güneydoğu Anadolu,Killi,275.5432281554238,Aralık,4.660994451814036,79.06619201748087,79.23420658938457,1,0.583010058366904,1.4131697638102565,60.37408592214238,2,1,0
İç Anadolu,Kalkerli,314.1496435038547,Aralık,20.384733577224388,53.405294801575565,95.73387252775107,1,0.001097789795345,3.3165331880071665,64.78998492321342,4,0,0
Güneydoğu Anadolu,Tınlı,284.75338298697585,Kasım,20.663053860395976,76.3885678393886,38.71031607792714,2,0.0630659652722249,1.7499194929684672,55.84962481227747,2,3,2
Akdeniz,Tınlı,196.5053379897964,Ekim,26.96996159214768,74.58251618373319,47.63542038515017,3,0.7096290904563344,1.845336996121535,76.10257464830015,0,3,1
İç Anadolu,Kumlu,472.33922592657177,Kasım,22.564889492982875,42.9171981736346,59.43082903117412,3,0.3349586330496779,2.2529793233271094,75.02489888854547,4,2,2
Ege,Kumlu,256.7218130870951,Ekim,16.256230021152582,106.87786556566212,113.50681924731708,2,0.089665490301012,3.03612695037854,77.0938396806638,1,2,1
Ege,Tınlı,318.9597149858673,Ekim,10.946650850959944,116.47070580717148,29.47520670412395,3,0.9622906952193916,2.066822902347428,59.90198848167043,1,3,1
Ege,Kumlu,447.5323877311121,Ekim,24.212734346002836,60.31445566522251,56.70259774903835,4,0.796041980044762,2.17492479923082,86.21122389997234,1,2,1
Ege,Kalkerli,422.5146457398477,Aralık,19.304910331576203,85.5499918853576,123.53938076770136,2,0.9175796029149134,3.186468377217001,94.4342898086558,1,0,0
Ege,Kalkerli,161.64989666094988,Kasım,3.1598489685821587,64.63342333215004,119.69531611370408,4,0.8291941577201847,1.8280806447462823,113.24566859817216,1,0,2
Marmara,Kumlu,213.66862307714,Aralık,14.267694789725706,113.0045624726246,142.86697963071242,3,0.839584538799244,3.7879218009421143,117.16534310679285,3,2,0
Güneydoğu Anadolu,Kumlu,360.7317651240812,Ekim,22.03233844167757,109.03750202535484,40.60245036142577,2,0.7824434198268849,2.5054170088248884,42.10267255431545,2,2,1
Ege,Killi,103.02614147350322,Ekim,16.72111479334121,134.61920141286447,103.34793609172182,2,0.0408634184191361,2.8996696721721915,90.33593236362914,1,1,1
Akdeniz,Killi,368.01417545835847,Ekim,21.474645342154854,210.1715783449953,97.43025818572556,2,0.2780526917186278,3.5079644855790404,79.90297821010574,0,1,1
İç Anadolu,Kalkerli,147.7702730799112,Aralık,16.478963467452218,63.297930786736885,91.81266326871216,4,0.1562871401820947,2.2944963129556903,111.08800130969288,4,0,0
Ege,Killi,223.35151473978289,Ekim,23.42406818616744,64.71751888890446,115.6272804289261,4,0.6077197555548387,3.0402452125306016,123.80274125422,1,1,1
Güneydoğu Anadolu,Kumlu,293.2894098282889,Aralık,27.249504853884908,55.20745389241146,25.126631914293064,3,0.6108549020646101,0.641503078225244,57.78914206829466,2,2,0
Ege,Kalkerli,390.3651176029129,Kasım,12.18891265218927,73.74712240330794,101.15816349638136,1,0.3802524336618373,1.895582006084866,58.70970626656589,1,0,2
Güneydoğu Anadolu,Tınlı,443.5382867425055,Ekim,19.729762174788767,52.04558315852057,113.65560658399652,3,0.1525538346729257,2.784626727702073,102.01522070887349,2,3,1
Ege,Kalkerli,398.85784075975033,Ekim,20.50191223377303,109.4030943554678,99.9162879911731,2,0.5252228660212525,3.345301292945982,92.00645328188232,1,0,1
Marmara,Tınlı,345.85286226545907,Aralık,18.69091326522457,134.9403332847721,115.6140730686839,2,0.1544632383072043,2.866438413355951,93.02336699239385,3,3,0
Güneydoğu Anadolu,Kalkerli,109.77063201386116,Aralık,14.019089463033684,68.70364959469755,106.41549627693443,3,0.1081643578163654,3.157734620923831,91.731831294344,2,0,0
İç Anadolu,Tınlı,386.9845356429132,Aralık,24.783639626151658,20.35083156108449,136.8277224128033,4,0.9662256811348516,3.6179040645223504,130.97780540106763,4,3,0
Güneydoğu Anadolu,Tınlı,425.92946297094994,Kasım,16.362118771249495,77.44079524447264,70.91767306433263,2,0.1506141681542806,2.8344863177976705,66.68636559236016,2,3,2
Ege,Tınlı,442.2807182623562,Kasım,11.964823887139666,76.84854086385221,129.02622113106656,1,0.4951779788241742,2.8951432082284327,83.81754840339634,1,3,2
Güneydoğu Anadolu,Kumlu,63.617958669859206,Ekim,15.888557608925744,216.4308124849549,29.09464018065353,2,0.6827859624647612,2.213364703837405,48.72777702337312,2,2,1
İç Anadolu,Kumlu,46.083987621804845,Aralık,11.89186825375122,46.39162005178496,44.40188102441594,3,0.0072931959942749,1.532445514687065,68.57278822130733,4,2,0
İç Anadolu,Kalkerli,412.8860028306028,Aralık,28.13947349107531,65.20470440315621,123.17314907481666,1,0.987939466348622,2.3551048981412257,79.12283247042146,4,0,0
Ege,Kumlu,130.06048191557306,Ekim,16.89765725418125,140.99793581167398,145.15597493712437,4,0.3157070092799698,3.3886047257449823,136.02794711301092,1,2,1
Ege,Kalkerli,31.760092040473378,Kasım,17.98351256712829,82.63269465899114,64.01158675384946,1,0.447839836086862,2.062077664330332,46.07435955750574,1,0,2
İç Anadolu,Kalkerli,429.4757952029076,Kasım,19.899819115069384,37.80754672892635,67.25916155655379,1,0.2535766287484131,2.2857539227302683,54.64599143397994,4,0,2
İç Anadolu,Kalkerli,279.7286708501441,Aralık,16.115992195440192,50.01703348730997,146.97174786608025,4,0.443217895304491,2.8769487443593795,133.27865191463331,4,0,0
Akdeniz,Kumlu,258.28116550323625,Ekim,18.5695620509674,128.39653067512668,22.745348149703705,1,0.924900076536195,0.997218937319136,31.876687604195425,0,2,1
Güneydoğu Anadolu,Killi,443.1166538838157,Kasım,19.474858901449792,109.58332248170964,144.9842805006825,3,0.1720205609326975,3.735146833455984,129.70927729548018,2,1,2
Akdeniz,Kalkerli,479.71839648412464,Kasım,14.580722128573615,70.92966187798814,55.92779742631584,3,0.9897193597735666,2.0778210098763905,61.13212436119096,0,0,2
Güneydoğu Anadolu,Killi,480.9632667552221,Aralık,17.12405640576226,108.61604469114718,128.72929426999514,3,0.7689779985739897,3.411888840195392,99.14010791965852,2,1,0
